Número de Orden,SKU,Descripción SKU,Cantidad,Largo_cm,Ancho_cm,Alto_cm,Volumen_unitario_m3,Peso_unitario_kg,Volumen_total_m3,Peso_total_kg
ORD-CL-202612-001348,SKU-00027,Cuadro decorativo 60x40,5,66.0,43.4,6.1,0.017473,2.887,0.087365,14.435
ORD-CL-202612-001348,SKU-00225,Amoladora angular,1,39.0,31.7,12.0,0.014836,3.174,0.014836,3.174
ORD-CL-202612-001348,SKU-00046,Sierra circular,25,44.6,35.0,15.7,0.024508,5.452,0.6127,136.3
ORD-CL-202612-001348,SKU-00552,Silicona cartucho,1,23.8,5.0,5.0,0.000595,0.285,0.000595,0.285
ORD-CL-202612-001348,SKU-00526,Manguera jardín 20m,1,33.6,36.0,14.3,0.017297,4.101,0.017297,4.101
ORD-CL-202612-001348,SKU-00542,Tornillos caja 100u,12,8.3,5.7,3.8,0.00018,0.483,0.00216,5.796
ORD-CL-202612-001348,SKU-00190,Taladro eléctrico,5,37.6,30.0,9.7,0.010942,3.02,0.05471,15.1
ORD-CL-202612-001348,SKU-00445,Cable eléctrico 10m,5,24.9,26.2,8.3,0.005415,1.177,0.027075,5.885
ORD-CL-202612-001349,SKU-00011,Router WiFi,6,25.4,20.1,8.1,0.004135,0.693,0.02481,4.158
ORD-CL-202612-001349,SKU-00161,Rodillo pintura,4,29.0,24.5,8.2,0.005826,0.404,0.023304,1.616
ORD-CL-202612-001349,SKU-00352,Reloj pared,1,33.5,35.2,7.8,0.009198,1.004,0.009198,1.004
ORD-CL-202612-001349,SKU-00598,Escalera aluminio 4 peldaños,7,118.4,45.6,15.6,0.084225,8.557,0.589575,59.899
ORD-CL-202612-001349,SKU-00160,Pintura látex 4L,2,19.8,20.6,24.8,0.010115,5.332,0.02023,10.664
ORD-CL-202612-001349,SKU-00187,Espejo pared 80x60,1,88.0,71.5,8.4,0.052853,7.458,0.052853,7.458
ORD-CL-202612-001349,SKU-00649,Cable eléctrico 10m,8,24.9,25.2,8.2,0.005145,1.297,0.04116,10.376
ORD-CL-202612-001349,SKU-00509,Reloj pared,4,33.4,36.4,7.9,0.009605,1.073,0.03842,4.292
ORD-CL-202612-001349,SKU-00045,Cinta aisladora,1,9.8,10.0,2.1,0.000206,0.109,0.000206,0.109
ORD-CL-202612-001350,SKU-00291,Taladro eléctrico,5,39.6,30.8,10.3,0.012563,2.92,0.062815,14.6
ORD-CL-202612-001350,SKU-00365,Pintura látex 1L,13,12.1,12.4,13.6,0.002041,1.181,0.026533,15.353
ORD-CL-202612-001350,SKU-00130,Notebook 15 pulgadas,3,40.7,30.5,6.0,0.007448,2.12,0.022344,6.36
ORD-CL-202612-001350,SKU-00273,Manguera jardín 20m,25,34.2,36.6,14.4,0.018025,3.931,0.450625,98.275
ORD-CL-202612-001350,SKU-00277,Pintura látex 1L,5,11.6,11.6,13.5,0.001817,1.418,0.009085,7.09
ORD-CL-202612-001350,SKU-00399,Cable eléctrico 10m,4,26.0,25.8,7.9,0.005299,1.211,0.021196,4.844
ORD-CL-202612-001350,SKU-00514,Cuadro decorativo 60x40,12,61.9,46.4,5.9,0.016946,3.005,0.203352,36.06
ORD-CL-202612-001350,SKU-00761,Interruptor eléctrico,2,12.3,8.2,6.2,0.000625,0.161,0.00125,0.322
ORD-CL-202612-001350,SKU-00816,Smart TV 43 pulgadas,4,104.8,70.7,14.5,0.107436,12.996,0.429744,51.984
ORD-CL-202612-001350,SKU-00143,Estantería modular,3,100.7,48.4,20.8,0.101377,13.023,0.304131,39.069
ORD-CL-202612-001350,SKU-00599,Tornillos caja 100u,2,8.0,6.2,4.0,0.000198,0.431,0.000396,0.862
ORD-CL-202612-001350,SKU-00750,Pintura látex 4L,3,19.7,19.8,25.4,0.009908,5.404,0.029724,16.212
ORD-CL-202612-001350,SKU-00885,Martillo carpintero,5,32.7,12.0,4.0,0.00157,0.925,0.00785,4.625
ORD-CL-202612-001350,SKU-00405,Smartphone caja,1,17.6,9.6,5.0,0.000845,0.612,0.000845,0.612
ORD-CL-202612-001351,SKU-00224,Cinta aisladora,3,10.1,10.3,2.0,0.000208,0.131,0.000624,0.393
ORD-CL-202612-001351,SKU-00374,Tarugos nylon bolsa 50u,1,12.0,7.9,3.0,0.000284,0.255,0.000284,0.255
ORD-CL-202612-001351,SKU-00212,Taladro eléctrico,5,37.4,30.9,9.5,0.010979,2.656,0.054895,13.28
ORD-CL-202612-001351,SKU-00058,Router WiFi,5,26.2,19.0,8.0,0.003982,0.801,0.01991,4.005
ORD-CL-202612-001351,SKU-00468,Cuadro decorativo 60x40,5,65.2,44.5,6.2,0.017989,2.622,0.089945,13.11
ORD-CL-202612-001351,SKU-00613,Rodillo pintura,2,28.6,25.4,8.2,0.005957,0.381,0.011914,0.762
ORD-CL-202612-001351,SKU-00499,Smart TV 43 pulgadas,4,113.7,70.3,15.1,0.120696,13.598,0.482784,54.392
ORD-CL-202612-001351,SKU-00628,Cable eléctrico 10m,4,25.9,26.1,8.4,0.005678,1.255,0.022712,5.02
ORD-CL-202612-001352,SKU-00743,Monitor 24 pulgadas,4,59.2,45.6,15.2,0.041033,4.973,0.164132,19.892
ORD-CL-202612-001352,SKU-00287,Rodillo pintura,7,29.3,24.4,7.9,0.005648,0.43,0.039536,3.01
ORD-CL-202612-001352,SKU-00408,Cámara seguridad,12,20.1,15.7,10.1,0.003187,0.643,0.038244,7.716
ORD-CL-202612-001352,SKU-00019,Rodillo pintura,2,31.3,25.1,8.3,0.006521,0.402,0.013042,0.804
ORD-CL-202612-001352,SKU-00223,Manguera jardín 20m,3,34.8,34.5,14.7,0.017649,3.993,0.052947,11.979
ORD-CL-202612-001352,SKU-00245,Espejo pared 80x60,5,94.3,67.2,8.1,0.051329,7.978,0.256645,39.89
ORD-CL-202612-001352,SKU-00838,Notebook 15 pulgadas,4,41.6,30.2,6.0,0.007538,2.106,0.030152,8.424
ORD-CL-202612-001352,SKU-00231,Tarugos nylon bolsa 50u,4,12.3,8.0,2.9,0.000285,0.238,0.00114,0.952
ORD-CL-202612-001352,SKU-00117,Amoladora angular,2,39.8,31.0,12.4,0.015299,3.125,0.030598,6.25
ORD-CL-202612-001352,SKU-00103,Pintura látex 1L,5,12.4,12.2,14.0,0.002118,1.321,0.01059,6.605
ORD-CL-202612-001352,SKU-00560,Clavos caja 1kg,4,15.2,10.2,6.1,0.000946,0.966,0.003784,3.864
ORD-CL-202612-001352,SKU-00145,Pintura látex 1L,6,12.6,11.9,13.5,0.002024,1.22,0.012144,7.32
ORD-CL-202612-001352,SKU-00720,Notebook 15 pulgadas,5,41.4,29.4,5.9,0.007181,2.096,0.035905,10.48
ORD-CL-202612-001352,SKU-00719,Sierra circular,2,43.4,34.7,15.3,0.023041,5.762,0.046082,11.524
ORD-CL-202612-001352,SKU-00725,Manguera jardín 20m,9,36.0,34.6,14.6,0.018186,4.494,0.163674,40.446
ORD-CL-202612-001352,SKU-00048,Alicate universal,3,22.4,6.7,3.1,0.000465,0.346,0.001395,1.038
ORD-CL-202612-001352,SKU-00376,Espejo pared 80x60,1,94.0,71.8,8.1,0.054669,6.917,0.054669,6.917
ORD-CL-202612-001352,SKU-00763,Estantería modular,1,97.9,47.5,19.3,0.08975,11.034,0.08975,11.034
ORD-CL-202612-001352,SKU-00583,Sierra circular,2,45.6,33.6,14.8,0.022676,5.863,0.045352,11.726
ORD-CL-202612-001352,SKU-00771,Monitor 24 pulgadas,4,62.2,44.5,15.7,0.043456,4.55,0.173824,18.2
ORD-CL-202612-001352,SKU-00171,Taladro eléctrico,5,39.5,30.7,10.4,0.012612,2.576,0.06306,12.88
ORD-CL-202612-001352,SKU-00785,Clavos caja 1kg,2,14.5,10.4,5.9,0.00089,1.018,0.00178,2.036
ORD-CL-202612-001352,SKU-00382,Tablet 10 pulgadas,7,28.0,19.1,6.1,0.003262,0.876,0.022834,6.132
ORD-CL-202612-001353,SKU-00233,Escalera aluminio 4 peldaños,3,118.5,44.9,14.9,0.079278,8.662,0.237834,25.986
ORD-CL-202612-001353,SKU-00464,Manguera jardín 20m,5,34.1,35.9,14.6,0.017873,4.383,0.089365,21.915
ORD-CL-202612-001353,SKU-00033,Cámara seguridad,5,20.9,15.5,10.0,0.00324,0.603,0.0162,3.015
ORD-CL-202612-001353,SKU-00662,Cámara seguridad,1,19.9,14.6,9.8,0.002847,0.707,0.002847,0.707
ORD-CL-202612-001353,SKU-00340,Caja herramientas plástica,2,47.5,29.0,25.8,0.035539,3.391,0.071078,6.782
ORD-CL-202612-001353,SKU-00326,Martillo carpintero,1,33.2,12.5,4.0,0.00166,0.863,0.00166,0.863
ORD-CL-202612-001353,SKU-00889,Smartphone caja,5,18.1,10.1,4.9,0.000896,0.543,0.00448,2.715
ORD-CL-202612-001353,SKU-00196,Tornillos caja 100u,1,8.1,6.2,4.1,0.000206,0.477,0.000206,0.477
ORD-CL-202612-001353,SKU-00025,Manguera jardín 20m,5,35.1,33.7,14.4,0.017033,4.588,0.085165,22.94
ORD-CL-202612-001354,SKU-00282,Notebook 15 pulgadas,3,38.1,29.9,5.7,0.006493,2.169,0.019479,6.507
ORD-CL-202612-001354,SKU-00181,Cámara seguridad,5,20.4,15.1,10.1,0.003111,0.658,0.015555,3.29
ORD-CL-202612-001354,SKU-00223,Manguera jardín 20m,1,34.8,34.5,14.7,0.017649,3.993,0.017649,3.993
ORD-CL-202612-001354,SKU-00445,Cable eléctrico 10m,5,24.9,26.2,8.3,0.005415,1.177,0.027075,5.885
ORD-CL-202612-001354,SKU-00152,Smart TV 43 pulgadas,1,107.3,72.7,15.5,0.120911,13.432,0.120911,13.432
ORD-CL-202612-001354,SKU-00115,Interruptor eléctrico,3,11.9,8.2,6.1,0.000595,0.158,0.001785,0.474
ORD-CL-202612-001354,SKU-00473,Estantería modular,4,100.4,49.3,20.2,0.099984,10.947,0.399936,43.788
ORD-CL-202612-001354,SKU-00451,Mouse óptico,3,14.9,9.6,5.1,0.00073,0.189,0.00219,0.567
ORD-CL-202612-001354,SKU-00248,Amoladora angular,3,40.8,32.2,12.5,0.016422,3.355,0.049266,10.065
ORD-CL-202612-001354,SKU-00654,Florero cerámica,1,24.6,25.2,41.6,0.025789,2.524,0.025789,2.524
ORD-CL-202612-001355,SKU-00827,Llave ajustable 8 pulgadas,27,25.5,8.0,2.9,0.000592,0.597,0.015984,16.119
ORD-CL-202612-001355,SKU-00823,Alicate universal,5,21.1,7.2,2.9,0.000441,0.317,0.002205,1.585
ORD-CL-202612-001355,SKU-00453,Florero cerámica,4,24.8,25.5,39.6,0.025043,2.743,0.100172,10.972
ORD-CL-202612-001355,SKU-00864,Alicate universal,2,22.7,6.7,2.9,0.000441,0.377,0.000882,0.754
ORD-CL-202612-001355,SKU-00611,Taladro eléctrico,2,36.3,28.6,10.1,0.010486,2.781,0.020972,5.562
ORD-CL-202612-001355,SKU-00079,Alicate universal,3,21.0,6.7,3.1,0.000436,0.372,0.001308,1.116
ORD-CL-202612-001355,SKU-00330,Alicate universal,12,21.6,7.3,3.1,0.000489,0.381,0.005868,4.572
ORD-CL-202612-001355,SKU-00350,Notebook 15 pulgadas,3,41.7,31.0,6.2,0.008015,1.962,0.024045,5.886
ORD-CL-202612-001355,SKU-00453,Florero cerámica,4,24.8,25.5,39.6,0.025043,2.743,0.100172,10.972
ORD-CL-202612-001355,SKU-00339,Amoladora angular,5,38.8,30.7,12.1,0.014413,3.062,0.072065,15.31
ORD-CL-202612-001355,SKU-00387,Pintura látex 1L,1,12.3,12.0,14.3,0.002111,1.251,0.002111,1.251
ORD-CL-202612-001355,SKU-00585,Mouse óptico,4,15.1,10.5,5.0,0.000793,0.195,0.003172,0.78
ORD-CL-202612-001355,SKU-00771,Monitor 24 pulgadas,2,62.2,44.5,15.7,0.043456,4.55,0.086912,9.1
ORD-CL-202612-001355,SKU-00654,Florero cerámica,30,24.6,25.2,41.6,0.025789,2.524,0.77367,75.72
ORD-CL-202612-001355,SKU-00583,Sierra circular,1,45.6,33.6,14.8,0.022676,5.863,0.022676,5.863
ORD-CL-202612-001355,SKU-00608,Notebook 15 pulgadas,12,41.9,31.2,6.0,0.007844,2.182,0.094128,26.184
ORD-CL-202612-001356,SKU-00692,Pintura látex 1L,1,12.3,11.4,13.6,0.001907,1.39,0.001907,1.39
ORD-CL-202612-001356,SKU-00280,Notebook 15 pulgadas,1,39.7,28.5,5.8,0.006562,1.928,0.006562,1.928
ORD-CL-202612-001356,SKU-00523,Taladro eléctrico,2,39.6,29.0,9.8,0.011254,2.686,0.022508,5.372
ORD-CL-202612-001356,SKU-00837,Caja herramientas plástica,4,48.0,31.5,24.9,0.037649,3.358,0.150596,13.432
ORD-CL-202612-001356,SKU-00750,Pintura látex 4L,5,19.7,19.8,25.4,0.009908,5.404,0.04954,27.02
ORD-CL-202612-001356,SKU-00558,Clavos caja 1kg,1,14.8,9.7,5.7,0.000818,0.988,0.000818,0.988
ORD-CL-202612-001356,SKU-00853,Pintura látex 4L,3,19.5,21.0,25.4,0.010401,5.17,0.031203,15.51
ORD-CL-202612-001356,SKU-00528,Rodillo pintura,7,31.5,25.1,7.9,0.006246,0.371,0.043722,2.597
ORD-CL-202612-001356,SKU-00306,Manguera jardín 20m,3,33.7,36.5,15.4,0.018943,4.01,0.056829,12.03
ORD-CL-202612-001356,SKU-00871,Alicate universal,2,22.3,6.7,3.1,0.000463,0.345,0.000926,0.69
ORD-CL-202612-001356,SKU-00682,Estantería modular,4,99.3,50.0,20.4,0.101286,11.726,0.405144,46.904
ORD-CL-202612-001356,SKU-00088,Router WiFi,2,23.9,19.9,8.4,0.003995,0.798,0.00799,1.596
ORD-CL-202612-001356,SKU-00682,Estantería modular,26,99.3,50.0,20.4,0.101286,11.726,2.633436,304.876
ORD-CL-202612-001356,SKU-00262,Cable eléctrico 10m,1,25.0,26.1,7.7,0.005024,1.298,0.005024,1.298
ORD-CL-202612-001356,SKU-00502,Rodillo pintura,24,30.8,26.0,8.2,0.006567,0.381,0.157608,9.144
ORD-CL-202612-001356,SKU-00664,Rodillo pintura,5,28.5,24.9,7.8,0.005535,0.398,0.027675,1.99
ORD-CL-202612-001356,SKU-00756,Amoladora angular,4,38.0,31.7,11.9,0.014335,3.41,0.05734,13.64
ORD-CL-202612-001356,SKU-00143,Estantería modular,1,100.7,48.4,20.8,0.101377,13.023,0.101377,13.023
ORD-CL-202612-001356,SKU-00309,Router WiFi,10,24.7,20.3,8.0,0.004011,0.698,0.04011,6.98
ORD-CL-202612-001357,SKU-00412,Mouse óptico,4,15.3,10.2,5.1,0.000796,0.188,0.003184,0.752
ORD-CL-202612-001357,SKU-00089,Espejo pared 80x60,14,86.2,68.8,8.2,0.048631,7.542,0.680834,105.588
ORD-CL-202612-001357,SKU-00438,Reloj pared,4,35.0,34.4,8.2,0.009873,1.176,0.039492,4.704
ORD-CL-202612-001357,SKU-00646,Broca acero 10mm,2,19.5,4.8,3.1,0.00029,0.171,0.00058,0.342
ORD-CL-202612-001357,SKU-00893,Tornillos caja 100u,2,7.9,6.0,4.1,0.000194,0.417,0.000388,0.834
ORD-CL-202612-001358,SKU-00639,Estantería modular,10,97.4,48.4,19.4,0.091455,11.271,0.91455,112.71
ORD-CL-202612-001358,SKU-00291,Taladro eléctrico,5,39.6,30.8,10.3,0.012563,2.92,0.062815,14.6
ORD-CL-202612-001358,SKU-00840,Alicate universal,5,21.5,6.7,2.9,0.000418,0.346,0.00209,1.73
ORD-CL-202612-001358,SKU-00752,Martillo carpintero,2,31.1,12.1,3.9,0.001468,0.978,0.002936,1.956
ORD-CL-202612-001358,SKU-00720,Notebook 15 pulgadas,4,41.4,29.4,5.9,0.007181,2.096,0.028724,8.384
ORD-CL-202612-001358,SKU-00656,Pintura látex 1L,2,12.2,11.6,14.3,0.002024,1.319,0.004048,2.638
ORD-CL-202612-001358,SKU-00109,Notebook 15 pulgadas,3,39.6,29.1,6.1,0.007029,1.957,0.021087,5.871
ORD-CL-202612-001358,SKU-00590,Amoladora angular,3,40.3,33.3,11.7,0.015701,3.222,0.047103,9.666
ORD-CL-202612-001358,SKU-00212,Taladro eléctrico,12,37.4,30.9,9.5,0.010979,2.656,0.131748,31.872
ORD-CL-202612-001358,SKU-00720,Notebook 15 pulgadas,4,41.4,29.4,5.9,0.007181,2.096,0.028724,8.384
ORD-CL-202612-001358,SKU-00231,Tarugos nylon bolsa 50u,19,12.3,8.0,2.9,0.000285,0.238,0.005415,4.522
ORD-CL-202612-001358,SKU-00553,Notebook 15 pulgadas,1,38.9,28.9,6.1,0.006858,2.01,0.006858,2.01
ORD-CL-202612-001358,SKU-00745,Cuadro decorativo 60x40,1,65.6,43.2,5.8,0.016437,3.015,0.016437,3.015
ORD-CL-202612-001358,SKU-00791,Sierra circular,24,45.2,35.6,15.6,0.025102,5.72,0.602448,137.28
ORD-CL-202612-001358,SKU-00020,Tarugos nylon bolsa 50u,4,12.3,8.0,3.0,0.000295,0.267,0.00118,1.068
ORD-CL-202612-001358,SKU-00726,Broca acero 10mm,14,19.8,5.1,3.1,0.000313,0.178,0.004382,2.492
ORD-CL-202612-001358,SKU-00642,Cámara seguridad,12,20.6,14.6,9.9,0.002978,0.648,0.035736,7.776
ORD-CL-202612-001358,SKU-00256,Alicate universal,1,21.1,6.7,2.9,0.00041,0.342,0.00041,0.342
ORD-CL-202612-001358,SKU-00387,Pintura látex 1L,4,12.3,12.0,14.3,0.002111,1.251,0.008444,5.004
ORD-CL-202612-001358,SKU-00139,Monitor 24 pulgadas,3,60.7,45.9,14.3,0.039842,4.856,0.119526,14.568
ORD-CL-202612-001358,SKU-00898,Reloj pared,4,35.7,35.1,8.0,0.010025,1.08,0.0401,4.32
ORD-CL-202612-001359,SKU-00050,Tornillos caja 100u,2,8.3,6.0,3.9,0.000194,0.459,0.000388,0.918
ORD-CL-202612-001359,SKU-00762,Lámpara mesa,2,34.3,25.6,24.8,0.021776,2.338,0.043552,4.676
ORD-CL-202612-001359,SKU-00719,Sierra circular,4,43.4,34.7,15.3,0.023041,5.762,0.092164,23.048
ORD-CL-202612-001359,SKU-00890,Pintura látex 1L,4,12.2,11.5,14.1,0.001978,1.315,0.007912,5.26
ORD-CL-202612-001359,SKU-00022,Caja herramientas plástica,7,50.6,29.3,24.5,0.036323,3.339,0.254261,23.373
ORD-CL-202612-001359,SKU-00524,Mouse óptico,4,15.4,10.4,5.0,0.000801,0.191,0.003204,0.764
ORD-CL-202612-001359,SKU-00099,Smartphone caja,2,18.1,10.1,5.0,0.000914,0.597,0.001828,1.194
ORD-CL-202612-001359,SKU-00642,Cámara seguridad,3,20.6,14.6,9.9,0.002978,0.648,0.008934,1.944
ORD-CL-202612-001359,SKU-00672,Amoladora angular,1,39.0,33.5,12.2,0.015939,3.236,0.015939,3.236
ORD-CL-202612-001359,SKU-00774,Estantería modular,2,96.7,52.3,20.2,0.10216,11.453,0.20432,22.906
ORD-CL-202612-001359,SKU-00573,Alicate universal,1,22.4,7.1,3.1,0.000493,0.321,0.000493,0.321
ORD-CL-202612-001359,SKU-00861,Amoladora angular,2,40.4,33.6,11.9,0.016154,2.912,0.032308,5.824
ORD-CL-202612-001360,SKU-00827,Llave ajustable 8 pulgadas,1,25.5,8.0,2.9,0.000592,0.597,0.000592,0.597
ORD-CL-202612-001360,SKU-00274,Broca acero 10mm,9,19.5,5.1,2.9,0.000288,0.181,0.002592,1.629
ORD-CL-202612-001360,SKU-00048,Alicate universal,2,22.4,6.7,3.1,0.000465,0.346,0.00093,0.692
ORD-CL-202612-001360,SKU-00622,Martillo carpintero,8,31.8,12.2,4.1,0.001591,1.004,0.012728,8.032
ORD-CL-202612-001360,SKU-00489,Interruptor eléctrico,2,11.6,8.4,6.1,0.000594,0.137,0.001188,0.274
ORD-CL-202612-001360,SKU-00145,Pintura látex 1L,7,12.6,11.9,13.5,0.002024,1.22,0.014168,8.54
ORD-CL-202612-001361,SKU-00267,Florero cerámica,1,24.9,25.7,41.7,0.026685,2.844,0.026685,2.844
ORD-CL-202612-001361,SKU-00834,Clavos caja 1kg,4,15.0,10.3,5.9,0.000912,1.101,0.003648,4.404
ORD-CL-202612-001361,SKU-00701,Escalera aluminio 4 peldaños,12,122.0,45.9,15.2,0.085117,8.696,1.021404,104.352
ORD-CL-202612-001361,SKU-00581,Alicate universal,1,22.5,6.9,2.9,0.00045,0.376,0.00045,0.376
ORD-CL-202612-001361,SKU-00089,Espejo pared 80x60,5,86.2,68.8,8.2,0.048631,7.542,0.243155,37.71
ORD-CL-202612-001361,SKU-00154,Broca acero 10mm,1,20.6,5.1,3.1,0.000326,0.168,0.000326,0.168
ORD-CL-202612-001361,SKU-00331,Caja herramientas plástica,4,51.1,30.8,23.9,0.037616,3.28,0.150464,13.12
ORD-CL-202612-001361,SKU-00159,Rodillo pintura,5,31.2,25.0,7.9,0.006162,0.427,0.03081,2.135
ORD-CL-202612-001361,SKU-00091,Lámpara mesa,3,35.6,24.4,26.1,0.022672,2.358,0.068016,7.074
ORD-CL-202612-001361,SKU-00196,Tornillos caja 100u,12,8.1,6.2,4.1,0.000206,0.477,0.002472,5.724
ORD-CL-202612-001361,SKU-00614,Sierra circular,4,43.4,33.4,15.2,0.022033,5.469,0.088132,21.876
ORD-CL-202612-001362,SKU-00900,Alicate universal,2,22.4,7.3,3.1,0.000507,0.351,0.001014,0.702
ORD-CL-202612-001362,SKU-00189,Smartphone caja,5,18.5,10.4,5.2,0.001,0.588,0.005,2.94
ORD-CL-202612-001362,SKU-00375,Tablet 10 pulgadas,9,29.4,20.0,5.9,0.003469,0.965,0.031221,8.685
ORD-CL-202612-001362,SKU-00418,Espejo pared 80x60,12,91.3,66.9,8.2,0.050085,7.026,0.60102,84.312
ORD-CL-202612-001362,SKU-00020,Tarugos nylon bolsa 50u,4,12.3,8.0,3.0,0.000295,0.267,0.00118,1.068
ORD-CL-202612-001362,SKU-00560,Clavos caja 1kg,4,15.2,10.2,6.1,0.000946,0.966,0.003784,3.864
ORD-CL-202612-001362,SKU-00010,Router WiFi,2,24.8,20.0,7.8,0.003869,0.692,0.007738,1.384
ORD-CL-202612-001362,SKU-00849,Cable eléctrico 10m,2,24.6,24.0,7.8,0.004605,1.2,0.00921,2.4
ORD-CL-202612-001362,SKU-00874,Llave ajustable 8 pulgadas,4,25.6,8.1,3.0,0.000622,0.599,0.002488,2.396
ORD-CL-202612-001362,SKU-00363,Notebook 15 pulgadas,1,41.7,30.3,5.8,0.007328,2.169,0.007328,2.169
ORD-CL-202612-001362,SKU-00125,Notebook 15 pulgadas,5,38.9,28.6,5.8,0.006453,2.115,0.032265,10.575
ORD-CL-202612-001362,SKU-00376,Espejo pared 80x60,12,94.0,71.8,8.1,0.054669,6.917,0.656028,83.004
ORD-CL-202612-001362,SKU-00020,Tarugos nylon bolsa 50u,11,12.3,8.0,3.0,0.000295,0.267,0.003245,2.937
ORD-CL-202612-001362,SKU-00305,Cinta aisladora,2,10.1,9.6,1.9,0.000184,0.123,0.000368,0.246
ORD-CL-202612-001362,SKU-00404,Silicona cartucho,5,22.8,4.9,5.2,0.000581,0.289,0.002905,1.445
ORD-CL-202612-001363,SKU-00334,Taladro eléctrico,4,37.6,31.0,9.8,0.011423,2.792,0.045692,11.168
ORD-CL-202612-001363,SKU-00403,Taladro eléctrico,5,37.8,29.0,10.4,0.0114,2.932,0.057,14.66
ORD-CL-202612-001363,SKU-00894,Taladro eléctrico,5,36.5,30.8,9.6,0.010792,2.717,0.05396,13.585
ORD-CL-202612-001363,SKU-00748,Espejo pared 80x60,4,89.7,67.4,8.1,0.048971,7.859,0.195884,31.436
ORD-CL-202612-001363,SKU-00277,Pintura látex 1L,1,11.6,11.6,13.5,0.001817,1.418,0.001817,1.418
ORD-CL-202612-001363,SKU-00233,Escalera aluminio 4 peldaños,3,118.5,44.9,14.9,0.079278,8.662,0.237834,25.986
ORD-CL-202612-001363,SKU-00232,Estantería modular,2,95.7,52.4,19.5,0.097786,12.13,0.195572,24.26
ORD-CL-202612-001364,SKU-00406,Parlante Bluetooth,3,24.9,11.4,11.7,0.003321,0.921,0.009963,2.763
ORD-CL-202612-001364,SKU-00215,Router WiFi,4,24.0,19.8,8.1,0.003849,0.692,0.015396,2.768
ORD-CL-202612-001364,SKU-00580,Espejo pared 80x60,1,90.6,70.5,7.9,0.05046,7.434,0.05046,7.434
ORD-CL-202612-001364,SKU-00081,Cámara seguridad,2,20.2,15.5,9.9,0.0031,0.701,0.0062,1.402
ORD-CL-202612-001364,SKU-00383,Estantería modular,5,104.9,48.1,19.7,0.0994,12.727,0.497,63.635
ORD-CL-202612-001364,SKU-00192,Florero cerámica,1,25.0,23.8,41.2,0.024514,2.551,0.024514,2.551
ORD-CL-202612-001365,SKU-00426,Tornillos caja 100u,1,7.7,5.7,4.0,0.000176,0.45,0.000176,0.45
ORD-CL-202612-001365,SKU-00712,Espejo pared 80x60,12,93.5,67.7,8.1,0.051273,7.123,0.615276,85.476
ORD-CL-202612-001365,SKU-00900,Alicate universal,3,22.4,7.3,3.1,0.000507,0.351,0.001521,1.053
ORD-CL-202612-001365,SKU-00233,Escalera aluminio 4 peldaños,4,118.5,44.9,14.9,0.079278,8.662,0.317112,34.648
ORD-CL-202612-001365,SKU-00335,Cinta aisladora,5,9.6,10.1,2.0,0.000194,0.108,0.00097,0.54
ORD-CL-202612-001366,SKU-00667,Florero cerámica,5,24.2,24.0,38.4,0.022303,2.45,0.111515,12.25
ORD-CL-202612-001366,SKU-00407,Tablet 10 pulgadas,5,28.4,20.9,6.0,0.003561,0.838,0.017805,4.19
ORD-CL-202612-001366,SKU-00201,Caja herramientas plástica,1,47.5,30.0,24.9,0.035483,3.517,0.035483,3.517
ORD-CL-202612-001366,SKU-00606,Cinta aisladora,1,10.2,9.7,2.0,0.000198,0.127,0.000198,0.127
ORD-CL-202612-001366,SKU-00146,Pintura látex 1L,4,11.6,11.8,13.6,0.001862,1.319,0.007448,5.276
ORD-CL-202612-001366,SKU-00295,Tornillos caja 100u,22,7.7,6.3,4.1,0.000199,0.406,0.004378,8.932
ORD-CL-202612-001366,SKU-00057,Alicate universal,3,22.0,7.2,3.0,0.000475,0.317,0.001425,0.951
ORD-CL-202612-001366,SKU-00420,Amoladora angular,4,40.4,33.3,12.4,0.016682,3.049,0.066728,12.196
ORD-CL-202612-001366,SKU-00077,Taladro eléctrico,2,38.3,29.2,9.5,0.010624,2.855,0.021248,5.71
ORD-CL-202612-001366,SKU-00204,Tarugos nylon bolsa 50u,1,12.0,7.8,3.0,0.000281,0.266,0.000281,0.266
ORD-CL-202612-001366,SKU-00065,Parlante Bluetooth,4,24.7,12.4,12.3,0.003767,0.9,0.015068,3.6
ORD-CL-202612-001366,SKU-00236,Escalera aluminio 4 peldaños,10,118.2,47.0,14.7,0.081664,8.349,0.81664,83.49
ORD-CL-202612-001366,SKU-00044,Escalera aluminio 4 peldaños,2,124.1,46.2,15.3,0.087721,7.788,0.175442,15.576
ORD-CL-202612-001366,SKU-00258,Caja herramientas plástica,4,50.7,30.1,24.9,0.037999,3.475,0.151996,13.9
ORD-CL-202612-001366,SKU-00428,Llave ajustable 8 pulgadas,10,23.9,7.8,3.0,0.000559,0.574,0.00559,5.74
ORD-CL-202612-001366,SKU-00271,Cámara seguridad,28,19.7,15.5,10.0,0.003053,0.629,0.085484,17.612
ORD-CL-202612-001366,SKU-00596,Cámara seguridad,4,20.9,15.7,9.9,0.003248,0.626,0.012992,2.504
ORD-CL-202612-001366,SKU-00637,Florero cerámica,2,25.4,25.6,38.6,0.025099,2.489,0.050198,4.978
ORD-CL-202612-001366,SKU-00634,Smart TV 43 pulgadas,3,111.6,70.7,15.3,0.120719,13.114,0.362157,39.342
